set_key,year,brand,product,section,section_card_count,card_number,player_slot,player_name_raw,affiliation_raw,is_multi_player,raw_line
2024_bowman_draft,2024,Bowman,Draft,Bowman Base,,BD-65,1,Jonathan Santucci,New York Mets,False,Bowman Base	BD-65	Jonathan Santucci	New York Mets
2024_bowman_draft,2024,Bowman,Draft,Bowman Base,,BD-66,1,Casey Cook,Texas Rangers,False,Bowman Base	BD-66	Casey Cook	Texas Rangers
2024_bowman_draft,2024,Bowman,Draft,Bowman Base,,BD-67,1,Cam Smith,Chicago Cubs,False,Bowman Base	BD-67	Cam Smith	Chicago Cubs
2024_bowman_draft,2024,Bowman,Draft,Bowman Base,,BD-68,1,Billy Amick,Minnesota Twins,False,Bowman Base	BD-68	Billy Amick	Minnesota Twins
2024_bowman_draft,2024,Bowman,Draft,Bowman Base,,BD-69,1,Caden Dana,Los Angeles Angels,False,Bowman Base	BD-69	Caden Dana	Los Angeles Angels
2024_bowman_draft,2024,Bowman,Draft,Bowman Base,,BD-70,1,Kash Mayfield,San Diego Padres,False,Bowman Base	BD-70	Kash Mayfield	San Diego Padres
2024_bowman_draft,2024,Bowman,Draft,Bowman Base,,BD-71,1,Dakota Jordan,San Francisco Giants,False,Bowman Base	BD-71	Dakota Jordan	San Francisco Giants
2024_bowman_draft,2024,Bowman,Draft,Bowman Base,,BD-72,1,Braylon Payne,Milwaukee Brewers,False,Bowman Base	BD-72	Braylon Payne	Milwaukee Brewers
2024_bowman_draft,2024,Bowman,Draft,Bowman Base,,BD-73,1,Theo Gillen,Tampa Bay Rays,False,Bowman Base	BD-73	Theo Gillen	Tampa Bay Rays
2024_bowman_draft,2024,Bowman,Draft,Bowman Base,,BD-74,1,Carter Holton,Atlanta Braves,False,Bowman Base	BD-74	Carter Holton	Atlanta Braves
2024_bowman_draft,2024,Bowman,Draft,Bowman Base,,BD-75,1,Drew Beam,Kansas City Royals,False,Bowman Base	BD-75	Drew Beam	Kansas City Royals
2024_bowman_draft,2024,Bowman,Draft,Bowman Base,,BD-76,1,Felnin Celesten,Seattle Mariners,False,Bowman Base	BD-76	Felnin Celesten	Seattle Mariners
2024_bowman_draft,2024,Bowman,Draft,Bowman Base,,BD-77,1,Chris Cortez,Los Angeles Angels,False,Bowman Base	BD-77	Chris Cortez	Los Angeles Angels
2024_bowman_draft,2024,Bowman,Draft,Bowman Base,,BD-78,1,Mick Abel,Philadelphia Phillies,False,Bowman Base	BD-78	Mick Abel	Philadelphia Phillies
2024_bowman_draft,2024,Bowman,Draft,Bowman Base,,BD-79,1,Ethan Anderson,Baltimore Orioles,False,Bowman Base	BD-79	Ethan Anderson	Baltimore Orioles
2024_bowman_draft,2024,Bowman,Draft,Bowman Base,,BD-80,1,Michael Massey,Detroit Tigers,False,Bowman Base	BD-80	Michael Massey	Detroit Tigers
2024_bowman_draft,2024,Bowman,Draft,Bowman Base,,BD-81,1,Cole Mathis,Chicago Cubs,False,Bowman Base	BD-81	Cole Mathis	Chicago Cubs
2024_bowman_draft,2024,Bowman,Draft,Bowman Base,,BD-82,1,Luke Keaschall,Minnesota Twins,False,Bowman Base	BD-82	Luke Keaschall	Minnesota Twins
2024_bowman_draft,2024,Bowman,Draft,Bowman Base,,BD-83,1,Levi Sterling,Pittsburgh Pirates,False,Bowman Base	BD-83	Levi Sterling	Pittsburgh Pirates
2024_bowman_draft,2024,Bowman,Draft,Bowman Base,,BD-84,1,Cooper Pratt,Milwaukee Brewers,False,Bowman Base	BD-84	Cooper Pratt	Milwaukee Brewers
2024_bowman_draft,2024,Bowman,Draft,Bowman Base,,BD-85,1,Blake Larson,Chicago White Sox,False,Bowman Base	BD-85	Blake Larson	Chicago White Sox
2024_bowman_draft,2024,Bowman,Draft,Bowman Base,,BD-86,1,Bryce Rainer,Detroit Tigers,False,Bowman Base	BD-86	Bryce Rainer	Detroit Tigers
2024_bowman_draft,2024,Bowman,Draft,Bowman Base,,BD-87,1,Ben Hess,New York Yankees,False,Bowman Base	BD-87	Ben Hess	New York Yankees
2024_bowman_draft,2024,Bowman,Draft,Bowman Base,,BD-88,1,Nathan Flewelling,Tampa Bay Rays,False,Bowman Base	BD-88	Nathan Flewelling	Tampa Bay Rays
2024_bowman_draft,2024,Bowman,Draft,Bowman Base,,BD-89,1,Carson DeMartini,Philadelphia Phillies,False,Bowman Base	BD-89	Carson DeMartini	Philadelphia Phillies
2024_bowman_draft,2024,Bowman,Draft,Bowman Base,,BD-90,1,Brandon Sproat,New York Mets,False,Bowman Base	BD-90	Brandon Sproat	New York Mets
2024_bowman_draft,2024,Bowman,Draft,Bowman Base,,BD-91,1,Aiden May,Miami Marlins,False,Bowman Base	BD-91	Aiden May	Miami Marlins
2024_bowman_draft,2024,Bowman,Draft,Bowman Base,,BD-92,1,Trey Yesavage,Toronto Blue Jays,False,Bowman Base	BD-92	Trey Yesavage	Toronto Blue Jays
2024_bowman_draft,2024,Bowman,Draft,Bowman Base,,BD-93,1,Joswa Lugo,Los Angeles Angels,False,Bowman Base	BD-93	Joswa Lugo	Los Angeles Angels
2024_bowman_draft,2024,Bowman,Draft,Bowman Base,,BD-94,1,Bryce Meccage,Milwaukee Brewers,False,Bowman Base	BD-94	Bryce Meccage	Milwaukee Brewers
2024_bowman_draft,2024,Bowman,Draft,Bowman Base,,BD-95,1,Blake Burke,Milwaukee Brewers,False,Bowman Base	BD-95	Blake Burke	Milwaukee Brewers
2024_bowman_draft,2024,Bowman,Draft,Bowman Base,,BD-96,1,Chase Harlan,Los Angeles Dodgers,False,Bowman Base	BD-96	Chase Harlan	Los Angeles Dodgers
2024_bowman_draft,2024,Bowman,Draft,Bowman Base,,BD-97,1,Bryce Cunningham,New York Yankees,False,Bowman Base	BD-97	Bryce Cunningham	New York Yankees
2024_bowman_draft,2024,Bowman,Draft,Bowman Base,,BD-98,1,Kaelen Culpepper,Minnesota Twins,False,Bowman Base	BD-98	Kaelen Culpepper	Minnesota Twins
2024_bowman_draft,2024,Bowman,Draft,Bowman Base,,BD-99,1,Ryan Sloan,Seattle Mariners,False,Bowman Base	BD-99	Ryan Sloan	Seattle Mariners
2024_bowman_draft,2024,Bowman,Draft,Bowman Base,,BD-100,1,Luke Holman,Cincinnati Reds,False,Bowman Base	BD-100	Luke Holman	Cincinnati Reds
2024_bowman_draft,2024,Bowman,Draft,Bowman Base,,BD-101,1,Nate Dohm,New York Mets,False,Bowman Base	BD-101	Nate Dohm	New York Mets
2024_bowman_draft,2024,Bowman,Draft,Bowman Base,,BD-102,1,Arjun Nimmala,Toronto Blue Jays,False,Bowman Base	BD-102	Arjun Nimmala	Toronto Blue Jays
2024_bowman_draft,2024,Bowman,Draft,Bowman Base,,BD-103,1,Chandler Welch,Milwaukee Brewers,False,Bowman Base	BD-103	Chandler Welch	Milwaukee Brewers
2024_bowman_draft,2024,Bowman,Draft,Bowman Base,,BD-104,1,Max Clark,Detroit Tigers,False,Bowman Base	BD-104	Max Clark	Detroit Tigers
2024_bowman_draft,2024,Bowman,Draft,Bowman Base,,BD-105,1,Daiber De Los Santos,Minnesota Twins,False,Bowman Base	BD-105	Daiber De Los Santos	Minnesota Twins
2024_bowman_draft,2024,Bowman,Draft,Bowman Base,,BD-106,1,Yoeilin Cespedes,Boston Red Sox,False,Bowman Base	BD-106	Yoeilin Cespedes	Boston Red Sox
2024_bowman_draft,2024,Bowman,Draft,Bowman Base,,BD-107,1,Francisco Vilorio,New York Yankees,False,Bowman Base	BD-107	Francisco Vilorio	New York Yankees
2024_bowman_draft,2024,Bowman,Draft,Bowman Base,,BD-108,1,Kodey Shojinaga,Philadelphia Phillies,False,Bowman Base	BD-108	Kodey Shojinaga	Philadelphia Phillies
2024_bowman_draft,2024,Bowman,Draft,Bowman Base,,BD-109,1,Ariel Armas,Chicago Cubs,False,Bowman Base	BD-109	Ariel Armas	Chicago Cubs
2024_bowman_draft,2024,Bowman,Draft,Bowman Base,,BD-110,1,Luis Baez,Houston Astros,False,Bowman Base	BD-110	Luis Baez	Houston Astros
2024_bowman_draft,2024,Bowman,Draft,Bowman Base,,BD-111,1,Tommy Troy,Arizona Diamondbacks,False,Bowman Base	BD-111	Tommy Troy	Arizona Diamondbacks
2024_bowman_draft,2024,Bowman,Draft,Bowman Base,,BD-112,1,Sebastian Walcott,Texas Rangers,False,Bowman Base	BD-112	Sebastian Walcott	Texas Rangers
2024_bowman_draft,2024,Bowman,Draft,Bowman Base,,BD-113,1,Emil Morales,Los Angeles Dodgers,False,Bowman Base	BD-113	Emil Morales	Los Angeles Dodgers
2024_bowman_draft,2024,Bowman,Draft,Bowman Base,,BD-114,1,Nick Mitchell,Toronto Blue Jays,False,Bowman Base	BD-114	Nick Mitchell	Toronto Blue Jays
2024_bowman_draft,2024,Bowman,Draft,Bowman Base,,BD-115,1,Aidan Miller,Philadelphia Phillies,False,Bowman Base	BD-115	Aidan Miller	Philadelphia Phillies
2024_bowman_draft,2024,Bowman,Draft,Bowman Base,,BD-116,1,Leo De Vries,San Diego Padres,False,Bowman Base	BD-116	Leo De Vries	San Diego Padres
2024_bowman_draft,2024,Bowman,Draft,Bowman Base,,BD-117,1,Brock Wilken,Milwaukee Brewers,False,Bowman Base	BD-117	Brock Wilken	Milwaukee Brewers
2024_bowman_draft,2024,Bowman,Draft,Bowman Base,,BD-118,1,George Lombard Jr.,New York Yankees,False,Bowman Base	BD-118	George Lombard Jr.	New York Yankees
2024_bowman_draft,2024,Bowman,Draft,Bowman Base,,BD-119,1,Adolfo Sanchez,Cincinnati Reds,False,Bowman Base	BD-119	Adolfo Sanchez	Cincinnati Reds
2024_bowman_draft,2024,Bowman,Draft,Bowman Base,,BD-120,1,Yohandy Morales,Washington Nationals,False,Bowman Base	BD-120	Yohandy Morales	Washington Nationals
2024_bowman_draft,2024,Bowman,Draft,Bowman Base,,BD-121,1,Fenwick Trimble,Miami Marlins,False,Bowman Base	BD-121	Fenwick Trimble	Miami Marlins
2024_bowman_draft,2024,Bowman,Draft,Bowman Base,,BD-122,1,Brandon Neely,Boston Red Sox,False,Bowman Base	BD-122	Brandon Neely	Boston Red Sox
2024_bowman_draft,2024,Bowman,Draft,Bowman Base,,BD-123,1,Chase Allsup,Baltimore Orioles,False,Bowman Base	BD-123	Chase Allsup	Baltimore Orioles
2024_bowman_draft,2024,Bowman,Draft,Bowman Base,,BD-124,1,Bralyn Brazoban,Pittsburgh Pirates,False,Bowman Base	BD-124	Bralyn Brazoban	Pittsburgh Pirates
2024_bowman_draft,2024,Bowman,Draft,Bowman Base,,BD-125,1,Dylan Crews,Washington Nationals,False,Bowman Base	BD-125	Dylan Crews	Washington Nationals
2024_bowman_draft,2024,Bowman,Draft,Bowman Base,,BD-126,1,Paulino Santana,Texas Rangers,False,Bowman Base	BD-126	Paulino Santana	Texas Rangers
2024_bowman_draft,2024,Bowman,Draft,Bowman Base,,BD-127,1,Carter Mathison,Philadelphia Phillies,False,Bowman Base	BD-127	Carter Mathison	Philadelphia Phillies
2024_bowman_draft,2024,Bowman,Draft,Bowman Base,,BD-128,1,Samuel Basallo,Baltimore Orioles,False,Bowman Base	BD-128	Samuel Basallo	Baltimore Orioles
2024_bowman_draft,2024,Bowman,Draft,Bowman Base,,BD-129,1,Nick Montgomery,Atlanta Braves,False,Bowman Base	BD-129	Nick Montgomery	Atlanta Braves
2024_bowman_draft,2024,Bowman,Draft,Bowman Base,,BD-130,1,Grant Shepardson,Miami Marlins,False,Bowman Base	BD-130	Grant Shepardson	Miami Marlins
2024_bowman_draft,2024,Bowman,Draft,Bowman Base,,BD-131,1,Aidan Smith,Tampa Bay Rays,False,Bowman Base	BD-131	Aidan Smith	Tampa Bay Rays
2024_bowman_draft,2024,Bowman,Draft,Bowman Base,,BD-132,1,Charlie Beilenson,Seattle Mariners,False,Bowman Base	BD-132	Charlie Beilenson	Seattle Mariners
2024_bowman_draft,2024,Bowman,Draft,Bowman Base,,BD-133,1,Agustin Ramirez,Miami Marlins,False,Bowman Base	BD-133	Agustin Ramirez	Miami Marlins
2024_bowman_draft,2024,Bowman,Draft,Bowman Base,,BD-134,1,Deyvison De Los Santos,Miami Marlins,False,Bowman Base	BD-134	Deyvison De Los Santos	Miami Marlins
2024_bowman_draft,2024,Bowman,Draft,Bowman Base,,BD-135,1,Enrique Bradfield Jr.,Baltimore Orioles,False,Bowman Base	BD-135	Enrique Bradfield Jr.	Baltimore Orioles
2024_bowman_draft,2024,Bowman,Draft,Bowman Base,,BD-136,1,Adriel Radney,Arizona Diamondbacks,False,Bowman Base	BD-136	Adriel Radney	Arizona Diamondbacks
2024_bowman_draft,2024,Bowman,Draft,Bowman Base,,BD-137,1,Brian Holiday,St. Louis Cardinals,False,Bowman Base	BD-137	Brian Holiday	St. Louis Cardinals
2024_bowman_draft,2024,Bowman,Draft,Bowman Base,,BD-138,1,Trey Snyder,New York Mets,False,Bowman Base	BD-138	Trey Snyder	New York Mets
2024_bowman_draft,2024,Bowman,Draft,Bowman Base,,BD-139,1,Zyhir Hope,Los Angeles Dodgers,False,Bowman Base	BD-139	Zyhir Hope	Los Angeles Dodgers
2024_bowman_draft,2024,Bowman,Draft,Bowman Base,,BD-140,1,Ethan Salas,San Diego Padres,False,Bowman Base	BD-140	Ethan Salas	San Diego Padres
2024_bowman_draft,2024,Bowman,Draft,Bowman Base,,BD-141,1,Myles Naylor,Oakland Athletics,False,Bowman Base	BD-141	Myles Naylor	Oakland Athletics
2024_bowman_draft,2024,Bowman,Draft,Bowman Base,,BD-142,1,Echedry Vargas,Texas Rangers,False,Bowman Base	BD-142	Echedry Vargas	Texas Rangers
2024_bowman_draft,2024,Bowman,Draft,Bowman Base,,BD-143,1,Rafe Schlesinger,Cleveland Guardians,False,Bowman Base	BD-143	Rafe Schlesinger	Cleveland Guardians
2024_bowman_draft,2024,Bowman,Draft,Bowman Base,,BD-144,1,Hunter Cranton,Seattle Mariners,False,Bowman Base	BD-144	Hunter Cranton	Seattle Mariners
2024_bowman_draft,2024,Bowman,Draft,Bowman Base,,BD-145,1,Herick Hernandez,Atlanta Braves,False,Bowman Base	BD-145	Herick Hernandez	Atlanta Braves
2024_bowman_draft,2024,Bowman,Draft,Bowman Base,,BD-146,1,Zach Ehrhard,Boston Red Sox,False,Bowman Base	BD-146	Zach Ehrhard	Boston Red Sox
2024_bowman_draft,2024,Bowman,Draft,Bowman Base,,BD-147,1,Sheng-En Lin,Cincinnati Reds,False,Bowman Base	BD-147	Sheng-En Lin	Cincinnati Reds
2024_bowman_draft,2024,Bowman,Draft,Bowman Base,,BD-148,1,Fernando Cruz,Chicago Cubs,False,Bowman Base	BD-148	Fernando Cruz	Chicago Cubs
2024_bowman_draft,2024,Bowman,Draft,Bowman Base,,BD-149,1,Vladimir Asencio,Boston Red Sox,False,Bowman Base	BD-149	Vladimir Asencio	Boston Red Sox
2024_bowman_draft,2024,Bowman,Draft,Bowman Base,,BD-150,1,Juan Baez,Milwaukee Brewers,False,Bowman Base	BD-150	Juan Baez	Milwaukee Brewers
2024_bowman_draft,2024,Bowman,Draft,Bowman Base,,BD-151,1,Clark Candiotti,San Diego Padres,False,Bowman Base	BD-151	Clark Candiotti	San Diego Padres
2024_bowman_draft,2024,Bowman,Draft,Bowman Base,,BD-152,1,Walker Martin,San Francisco Giants,False,Bowman Base	BD-152	Walker Martin	San Francisco Giants
2024_bowman_draft,2024,Bowman,Draft,Bowman Base,,BD-153,1,Nate Knowles,Tampa Bay Rays,False,Bowman Base	BD-153	Nate Knowles	Tampa Bay Rays
2024_bowman_draft,2024,Bowman,Draft,Bowman Base,,BD-154,1,Jeral Perez,Chicago White Sox,False,Bowman Base	BD-154	Jeral Perez	Chicago White Sox
2024_bowman_draft,2024,Bowman,Draft,Bowman Base,,BD-155,1,Josh Caron,Seattle Mariners,False,Bowman Base	BD-155	Josh Caron	Seattle Mariners
2024_bowman_draft,2024,Bowman,Draft,Bowman Base,,BD-156,1,Ryan Campos,St. Louis Cardinals,False,Bowman Base	BD-156	Ryan Campos	St. Louis Cardinals
2024_bowman_draft,2024,Bowman,Draft,Bowman Base,,BD-157,1,Tytus Cissell,Arizona Diamondbacks,False,Bowman Base	BD-157	Tytus Cissell	Arizona Diamondbacks
2024_bowman_draft,2024,Bowman,Draft,Bowman Base,,BD-158,1,Sam Antonacci,Chicago White Sox,False,Bowman Base	BD-158	Sam Antonacci	Chicago White Sox
2024_bowman_draft,2024,Bowman,Draft,Bowman Base,,BD-159,1,A.J. Causey,Kansas City Royals,False,Bowman Base	BD-159	A.J. Causey	Kansas City Royals
