player_name,CT_list,market_all_in_price,pred_price,underpriced_by,seller,title,item_id,item_web_url
Thomas Harrington,,1.69,16.4999,14.8099,gregswax,2025 Topps Update Series - Thomas Harrington #US273 (RC),,
Moisés Ballesteros,,1.69,16.4999,14.8099,firegirlbear1,2025 Topps Update #US262 Moisés Ballesteros,,
Moisés Ballesteros,,1.69,16.4999,14.8099,firegirlbear1,2025 Topps Update #US262 Moisés Ballesteros,,
Moisés Ballesteros,,1.69,16.4999,14.8099,dkbbl8,2025 Topps Update #US236 Moisés Ballesteros Rookie Chicago Cubs,,
John Rave,,1.69,16.4999,14.8099,oceancardsandcollectables,2025 Topps Update #US192 John Rave Kansas City Royals RC,,
John Rave,,1.7,16.4999,14.7999,jts_fieldofcards,2025 Topps Update Series #US192 John Rave (RC) Kansas City Royals 👑,,
John Rave,,1.73,16.4999,14.7699,cardboard.addict_585,2025 Topps Update #US192 John Rave,,
John Rave,,1.73,16.4999,14.7699,tremp1977,2025 Topps Update Series - John Rave #US192 Holiday (RC) Kansas City Royals,,
Thomas Harrington,,1.73,16.4999,14.7699,tremp1977,2025 Topps Update - Thomas Harrington RC Holiday Pittsburgh Pirates #US273,,
Aaron Judge / Jazz Chisholm Jr.,,1.39,16.1514,14.7614,firehousesportzcardz,2025 Topps Update #US85 City Boys! (Aaron Judge / Jazz Chisholm Jr.) VC,,
Noah Murdock,,1.39,16.1514,14.7614,junkwaxkids,2025 Topps Update #US134 Noah Murdock,,
John Rave,,1.74,16.4999,14.7599,muck1201,2025 Topps Update - #US192 John Rave (RC) Royals,,
Thomas Harrington,,1.74,16.4999,14.7599,rhay5699,Thomas Harrington 2025 Topps Update Series Rookie Cards,,
Moisés Ballesteros,,1.75,16.4999,14.7499,kegall-87,2025 Topps Update #US236 Moisés Ballesteros Chicago Cubs,,
John Rave,,1.75,16.4999,14.7499,martyscardrewind,2025 Topps Update #US192 John Rave,,
Moisés Ballesteros,,1.75,16.4999,14.7499,kegall-87,2025 Topps Update #US236 Moisés Ballesteros Chicago Cubs,,
Moisés Ballesteros,,1.75,16.4999,14.7499,zackryayres,2025 Topps Update Moisés Ballesteros Rookie #US262 Chicago Cubs RC (Q),,
Moisés Ballesteros,,1.75,16.4999,14.7499,zackryayres,2025 Topps Update Moisés Ballesteros Rookie #US262 Chicago Cubs RC (Q),,
Moisés Ballesteros,,1.75,16.4999,14.7499,value_box_cards,2025 Topps Update #US262 Moisés Ballesteros,,
Moisés Ballesteros,,1.75,16.4999,14.7499,value_box_cards,2025 Topps Update #US262 Moisés Ballesteros,,
John Rave,,1.75,16.4999,14.7499,256collectibles,2025 Topps Update - John Rave RC #US192 Holiday Insert,,
John Rave,,1.75,16.4999,14.7499,nyyankees242,2025 Topps Update John Rave RC Halloween Foil #US192 Royals,,
Thomas Harrington,,1.75,16.4999,14.7499,victdun48,"THOMAS HARRINGTON. Rookie, RC. 2025 Topps Update Series Baseball. A14",,
Thomas Harrington,,1.78,16.4999,14.7199,col_65924,2025 Topps Update Series - Thomas Harrington #US273 (RC),,
John Rave,,1.79,16.4999,14.7099,jojbreak,2025 Topps Update #US192 John Rave Kansas City Royals Rookie Card RC,,
Moisés Ballesteros,,1.79,16.4999,14.7099,jojbreak,2025 Topps Update #US236 Moisés Ballesteros Chicago Cubs Rookie Card RC,,
Moisés Ballesteros,,1.79,16.4999,14.7099,jojbreak,2025 Topps Update #US236 Moisés Ballesteros Chicago Cubs Rookie Card RC,,
Moisés Ballesteros,,1.83,16.4999,14.6699,jerfsports,2025 Topps Update Moisés Ballesteros #US236 Rookie Debut Chicago Cubs,,
Moisés Ballesteros,,1.83,16.4999,14.6699,jerfsports,2025 Topps Update Moisés Ballesteros #US236 Rookie Debut Chicago Cubs,,
Noah Murdock,,1.49,16.1514,14.6614,jkcr_29,Noah Murdock 2025 Topps Update #US134 RC Kansas City Royals,,
Aaron Judge / Jazz Chisholm Jr.,,1.49,16.1514,14.6614,junkwaxkids,2025 Topps Update #US85 City Boys! (Aaron Judge / Jazz Chisholm Jr.) VC,,
Noah Murdock,,1.49,16.1514,14.6614,phoeniciantrading,2025 Topps Update #US134 Noah Murdock,,
Aaron Judge / Jazz Chisholm Jr.,,1.49,16.1514,14.6614,john.reynolds723,2025 Topps Update Baseball # US85 Veteran Combos Aaron Judge Jazz Chisholm Jr.,,
Aaron Judge / Jazz Chisholm Jr.,,1.49,16.1514,14.6614,joshunboxedcards,2025 Topps Update #US85 Aaron Judge Jazz Chisholm Jr. New York Yankees,,
Ben Williamson,,1.84,16.4999,14.6599,slammer1981,2025 Topps Update Series - Ben Williamson #US130 (RC),,
Shohei Ohtani,,1.5,16.1514,14.6514,sh-575340,"2025 Topps Update Series - Veteran Combos Shohei Ohtani, Roki Sasaki #US269 (RC)",,
Moisés Ballesteros,,1.85,16.4999,14.6499,rams-1404,Moisés Ballesteros #US236 2025 Topps Update Chicago CubsRC Rookie,,
Moisés Ballesteros,,1.85,16.4999,14.6499,rams-1404,Moisés Ballesteros #US236 2025 Topps Update Chicago CubsRC Rookie,,
John Rave,,1.88,16.4999,14.6199,gth_5015,2025 Topps Update Series Base John Rave RC Kansas City Royals #US192,,
Moisés Ballesteros,,1.89,16.4999,14.6099,vladtheinhaler,Moisés Ballesteros RC 2025 Topps Update Rookie Cubs,,
Moisés Ballesteros,,1.89,16.4999,14.6099,vladtheinhaler,Moisés Ballesteros RC 2025 Topps Update Rookie Cubs,,
Moisés Ballesteros,,1.93,16.4999,14.5699,jagscollectables,2025 Topps Update #US262 Moisés Ballesteros,,
Moisés Ballesteros,,1.93,16.4999,14.5699,jagscollectables,2025 Topps Update #US262 Moisés Ballesteros,,
Shohei Ohtani,,1.59,16.1514,14.5614,railroadbedcards,2025 Topps Update Series - Stars of Mlb Shohei Ohtani #SMLB-77,,
Moisés Ballesteros,,1.98,16.4999,14.5199,qrcollectables,2025 Topps Update Baseball #US236 Moisés Ballesteros Chicago Cubs,,
Moisés Ballesteros,,1.98,16.4999,14.5199,qrcollectables,2025 Topps Update Baseball #US236 Moisés Ballesteros Chicago Cubs,,
Thomas Harrington,,1.99,16.4999,14.5099,mrscrapstradingcards,2025 Topps Update #US273 Thomas Harrington Holiday,,
Moisés Ballesteros,,1.99,16.4999,14.5099,smaksportscards,2025 Topps Update #US262 Moisés Ballesteros Holiday,,
Moisés Ballesteros,,1.99,16.4999,14.5099,gametimecards247,2025 Topps Update Moisés Ballesteros Rookie Card RC #US262,,
Moisés Ballesteros,,1.99,16.4999,14.5099,comebackcollectibles,2025 Topps Update Moisés Ballesteros #US236 Chicago Cubs,,
John Rave,,1.99,16.4999,14.5099,southbg,2025 Topps Update #US192 John Rave,,
Thomas Harrington,,1.99,16.4999,14.5099,comebackcollectibles,2025 Topps Update Thomas Harrington Rookie #US273 Pittsburgh Pirates,,
Moisés Ballesteros,,1.99,16.4999,14.5099,drummermattk_tcg,2025 Topps Update RC #US262 Moisés Ballesteros,,
Moisés Ballesteros,,1.99,16.4999,14.5099,comebackcollectibles,2025 Topps Update Moisés Ballesteros #US236 Chicago Cubs,,
Moisés Ballesteros,,1.99,16.4999,14.5099,mcgoverncreativeandcollectibles,2025 Topps Update Series Moisés Ballesteros Rookie Debut #US236 Cubs RC,,
Thomas Harrington,,1.99,16.4999,14.5099,vintage-62,Thomas Harrington 2025 Topps Update #US273 RC - Pittsburgh Pirates,,
Thomas Harrington,,1.99,16.4999,14.5099,jemclau5287,2025 Topps Update Thomas Harrington (RC) #US273 Pirates,,
Moisés Ballesteros,,1.99,16.4999,14.5099,comebackcollectibles,2025 Topps Update Moisés Ballesteros #US236 Chicago Cubs,,
John Rave,,1.99,16.4999,14.5099,smaksportscards,2025 Topps Update #US192 John Rave Holiday,,
Moisés Ballesteros,,1.99,16.4999,14.5099,comebackcollectibles,2025 Topps Update Moisés Ballesteros Rookie #US262 Chicago Cubs,,
Moisés Ballesteros,,1.99,16.4999,14.5099,comebackcollectibles,2025 Topps Update Moisés Ballesteros #US236 Chicago Cubs,,
Moisés Ballesteros,,1.99,16.4999,14.5099,comebackcollectibles,2025 Topps Update Moisés Ballesteros #US236 Chicago Cubs,,
Moisés Ballesteros,,1.99,16.4999,14.5099,comebackcollectibles,2025 Topps Update Moisés Ballesteros Rookie #US262 Chicago Cubs,,
Ben Williamson,,1.99,16.4999,14.5099,mrscrapstradingcards,2025 Topps Update #US130 Ben Williamson Holiday,,
Thomas Harrington,,1.99,16.4999,14.5099,diamond.27,Thomas Harrington RC 2025 Topps Update US273 Pittsburgh Pirates,,
John Rave,,1.99,16.4999,14.5099,diamond.27,John Rave RC 2025 Topps Update US192 Kansas City Royals,,
Moisés Ballesteros,,1.99,16.4999,14.5099,comebackcollectibles,2025 Topps Update Moisés Ballesteros Rookie #US262 Chicago Cubs,,
Moisés Ballesteros,,1.99,16.4999,14.5099,comebackcollectibles,2025 Topps Update Moisés Ballesteros Rookie #US262 Chicago Cubs,,
John Rave,,1.99,16.4999,14.5099,jemclau5287,2025 Topps Update Series - John Rave #US192 (RC),,
Moisés Ballesteros,,1.99,16.4999,14.5099,comebackcollectibles,2025 Topps Update Moisés Ballesteros Rookie #US262 Chicago Cubs,,
Moisés Ballesteros,,1.99,16.4999,14.5099,comebackcollectibles,2025 Topps Update Moisés Ballesteros Rookie #US262 Chicago Cubs,,
Thomas Harrington,,1.99,16.4999,14.5099,wny_hobbyclub,2025 Topps Update Thomas Harrington Rookie,,
Moisés Ballesteros,,1.99,16.4999,14.5099,comebackcollectibles,2025 Topps Update Moisés Ballesteros #US236 Chicago Cubs,,
Ben Williamson,,1.99,16.4999,14.5099,jemclau5287,2025 Topps Update Series - Ben Williamson #US130 (RC),,
Moisés Ballesteros,,1.99,16.4999,14.5099,drummermattk_tcg,2025 Topps Update RC #US262 Moisés Ballesteros,,
Moisés Ballesteros,,1.99,16.4999,14.5099,smaksportscards,2025 Topps Update #US262 Moisés Ballesteros Holiday,,
John Rave,,1.99,16.4999,14.5099,99sportscards,2025 Topps Update #US192 John Rave Holo Foil,,
Thomas Harrington,,1.99,16.4999,14.5099,cobra22nd,2025 Topps Update #US273 Thomas Harrington RC Pittsburgh Pirates,,
Moisés Ballesteros,,1.99,16.4999,14.5099,mcgoverncreativeandcollectibles,2025 Topps Update Series Moisés Ballesteros Rookie Debut #US236 Cubs RC,,
Moisés Ballesteros,,1.99,16.4999,14.5099,gametimecards247,2025 Topps Update Moisés Ballesteros Rookie Card RC #US262,,
Ben Williamson,,1.99,16.4999,14.5099,vintage-62,Ben Williamson 2025 Topps Update #US130 RC - Seattle Mariners,,
Ben Williamson,,1.99,16.4999,14.5099,gametimecards247,2025 Topps Update #US130 Ben Williamson Rookie Card RC,,
Moisés Ballesteros,,2.0,16.4999,14.4999,rack_pack_cards,Moisés Ballesteros RC 2025 Topps Update Rookie Cubs,,
Moisés Ballesteros,,2.0,16.4999,14.4999,rack_pack_cards,Moisés Ballesteros RC 2025 Topps Update Rookie Cubs,,
Moisés Ballesteros,,2.0,16.4999,14.4999,rack_pack_cards,Moisés Ballesteros 2025 Topps Update Rookie Debut Cubs,,
Moisés Ballesteros,,2.0,16.4999,14.4999,glr_cards,2025 Topps Update Baseball #US262 Moisés Ballesteros Chicago Cubs Rookie,,
Moisés Ballesteros,,2.0,16.4999,14.4999,rack_pack_cards,Moisés Ballesteros 2025 Topps Update Rookie Debut Cubs,,
Moisés Ballesteros,,2.0,16.4999,14.4999,rack_pack_cards,Moisés Ballesteros RC 2025 Topps Update Rookie Cubs,,
Moisés Ballesteros,,2.0,16.4999,14.4999,glr_cards,2025 Topps Update Baseball #US262 Moisés Ballesteros Chicago Cubs Rookie,,
John Rave,,2.0,16.4999,14.4999,sjj2510,2025 Topps Update Series - John Rave #US192 (RC) Royals Rookie,,
Moisés Ballesteros,,2.0,16.4999,14.4999,rack_pack_cards,Moisés Ballesteros 2025 Topps Update Rookie Debut Cubs,,
Moisés Ballesteros,,2.0,16.4999,14.4999,rack_pack_cards,Moisés Ballesteros RC 2025 Topps Update Rookie Cubs,,
Moisés Ballesteros,,2.0,16.4999,14.4999,rack_pack_cards,Moisés Ballesteros RC 2025 Topps Update Rookie Cubs,,
Ben Williamson,,2.0,16.4999,14.4999,rack_pack_cards,Ben Williamson RC 2025 Topps Update Rookie Mariners,,
Moisés Ballesteros,,2.0,16.4999,14.4999,rack_pack_cards,Moisés Ballesteros 2025 Topps Update Rookie Debut Cubs,,
Ben Williamson,,2.0,16.4999,14.4999,rack_pack_cards,Ben Williamson RC 2025 Topps Update Rookie Mariners,,
Moisés Ballesteros,,2.0,16.4999,14.4999,rack_pack_cards,Moisés Ballesteros RC 2025 Topps Update Rookie Cubs,,
Moisés Ballesteros,,2.0,16.4999,14.4999,rack_pack_cards,Moisés Ballesteros 2025 Topps Update Rookie Debut Cubs,,
Moisés Ballesteros,,2.0,16.4999,14.4999,rack_pack_cards,Moisés Ballesteros 2025 Topps Update Rookie Debut Cubs,,
Aaron Judge / Jazz Chisholm Jr.,,1.66,16.1514,14.4914,ericscardsii,City Boys 2025 Topps Update New York Yankees #US85 Aaron Judge Jazz Chisholm Jr,,
Aaron Judge / Jazz Chisholm Jr.,,1.66,16.1514,14.4914,ericscardsii,City Boys 2025 Topps Update New York Yankees #US85 Aaron Judge Jazz Chisholm Jr,,
Noah Murdock,,1.66,16.1514,14.4914,ericscardsii,Noah Murdock 2025 Topps Update Kansas City Royals #US134,,
Mason Fluharty,,1.67,16.1514,14.4814,josnic-9149,(2) 2025 Topps Update Series - Mason Fluharty #US138 (RC),,
Thomas Harrington,,2.03,16.4999,14.4699,jerfsports,2025 Topps Update Thomas Harrington #US273 Rookie Holiday Foil Pirates,,
Moisés Ballesteros,,2.03,16.4999,14.4699,pet_that_goat,2025 Topps Update - Holiday - #US236 Moisés Ballesteros - Chicago Cubs,,
Moisés Ballesteros,,2.03,16.4999,14.4699,pet_that_goat,2025 Topps Update - Holiday - #US236 Moisés Ballesteros - Chicago Cubs,,
Aaron Judge / Jazz Chisholm Jr.,,1.69,16.1514,14.4614,mercertl,2025 Topps Update #US85 Aaron Judge / Jazz Chisholm Jr. New York Yankees 4523,,
Shohei Ohtani,,1.69,16.1514,14.4614,joe_baggs_collects,SHOHEI OHTANI 2025 Topps Update  Nod and Smile Card #US84 Los Angeles Dodgers!!!,,
Aaron Judge / Jazz Chisholm Jr.,,1.73,16.1514,14.4214,sdillon11,"2025 Topps Update #US85 Aaron Judge / Jazz Chisholm Jr. VC, SN2025",,
Mason Fluharty,,1.74,16.1514,14.4114,jts_fieldofcards,2025 Topps Update Series #US138 Mason Fluharty (RC) Toronto Blue Jays,,
Shohei Ohtani,,1.74,16.1514,14.4114,hamiltoncardshop,2025 Topps Update #SMLB-77 Shohei Ohtani Stars of MLB Insert Card,,
Shohei Ohtani,,1.74,16.1514,14.4114,muck1201,2025 Topps Update Series Checklist - #US84 Shohei Ohtani Dodgers,,
Mason Fluharty,,1.74,16.1514,14.4114,muck1201,2025 Topps Update Series - Mason Fluharty #US138 (RC) Blue Jays,,
Noah Murdock,,1.74,16.1514,14.4114,jts_fieldofcards,2025 Topps Update #US134 Noah Murdock (RC) Kansas City Royals 👑,,
Aaron Judge / Jazz Chisholm Jr.,,1.74,16.1514,14.4114,muck1201,"2025 Topps Update Series Veteran Combos - #US85 Aaron Judge, Jazz Chisholm Jr.",,
Thomas Harrington,,2.09,16.4999,14.4099,csfinderapp,2025 Topps Update #US273 Thomas Harrington Holiday,,
Noah Murdock,,1.75,16.1514,14.4014,cpcardcollection,2025 Topps Update Series - Noah Murdock #US134 (RC),,
Aaron Judge / Jazz Chisholm Jr.,,1.75,16.1514,14.4014,fritziefeet,Aaron Judge / Jazz Chisholm Jr. Veteran Combos 2025 Topps Update #US85 Yankees,,
Mason Fluharty,,1.75,16.1514,14.4014,victdun48,2025 Topps Update Series - Mason Fluharty #US138 (RC). A9,,
Noah Murdock,,1.75,16.1514,14.4014,kegall-87,Noah Murdock 2025 Topps Update #US134 Kansas City Royals RC,,
Aaron Judge / Jazz Chisholm Jr.,,1.75,16.1514,14.4014,martyscardrewind,2025 Topps Update #US85 City Boys! (Aaron Judge / Jazz Chisholm Jr.) VC,,
Mason Fluharty,,1.75,16.1514,14.4014,value_box_cards,2025 Topps Update #US138 Mason Fluharty,,
Mason Fluharty,,1.79,16.1514,14.3614,supply-rabbit,2025 Topps Update #US138 Mason Fluharty,,
Aaron Judge / Jazz Chisholm Jr.,,1.79,16.1514,14.3614,kegall-87,City Boys! Aaron Judge Jazz Chisholm Jr. 2025 Topps Update #US85 Yankees,,
Aaron Judge / Jazz Chisholm Jr.,,1.79,16.1514,14.3614,njtreasures0108,2025 Topps Update #US85 City Boys! (Aaron Judge / Jazz Chisholm Jr.) VC,,
Ben Williamson,,2.14,16.4999,14.3599,dembraves,2025 Topps Update Series - Ben Williamson RC #US130 Holiday,,
Ben Williamson,,2.18,16.4999,14.3199,djchinosports,2025 Topps Update Series Base Ben Williamson RC Seattle Mariners #US130,,
Noah Murdock,,1.84,16.1514,14.3114,pskell02,2025 Topps Update Noah Murdock #US134,,
Shohei Ohtani,,1.84,16.1514,14.3114,ericscardsii,Shohei Ohtani 2025 Topps Update Nod and Smile #US84 Los Angeles Dodgers,,
Noah Murdock,,1.84,16.1514,14.3114,slammer1981,2025 Topps Update Series - Noah Murdock #US134 (RC),,
Mason Fluharty,,1.84,16.1514,14.3114,slammer1981,2025 Topps Update Series - Mason Fluharty #US138 (RC),,
Thomas Harrington,,2.19,16.4999,14.3099,operationbnl_sportscards,Thomas Harrington 2025 Topps Update #US273 Holiday Pittsburgh Pirates,,
Daylen Lile,Aqua Rainbow,11.5,25.7747,14.2747,911-cards,2025 Topps Update Series - Daylen Lile #US172 Aqua Rainbow Foil (RC),,
Shohei Ohtani,,1.88,16.1514,14.2714,321comics,"2025 Topps Update Series - Veteran Combos Shohei Ohtani, Roki Sasaki #US269 (RC)",,
Shohei Ohtani,,1.89,16.1514,14.2614,kingfisher_collection,2025 Topps Update Veteran Combos Rising Sons Shohei Ohtani Roki Sasaki #US269,,
Shohei Ohtani,,1.89,16.1514,14.2614,kingfisher_collection,2025 Topps Update Veteran Combos Rising Sons Shohei Ohtani Roki Sasaki #US269,,
Aaron Judge / Jazz Chisholm Jr.,,1.89,16.1514,14.2614,gth_5015,2025 Topps Update Baseball # US85 Veteran Combos Aaron Judge Jazz Chisholm Jr.,,
Shohei Ohtani,,1.9,16.1514,14.2514,spauldingcards,"2025 Topps Update Series Veteran Combos #US269 Shohei Ohtani, Roki Sasaki",,
Aaron Judge / Jazz Chisholm Jr.,,1.93,16.1514,14.2214,darbiesdugout,2025 Topps Update Series #US85 AARON JUDGE & JAZZ CHISHOLM JR. VC Yankees Combo,,
Aaron Judge / Jazz Chisholm Jr.,,1.93,16.1514,14.2214,jagscollectables,2025 Topps Update #US85 City Boys! (Aaron Judge / Jazz Chisholm Jr.) VC,,
Shohei Ohtani,,1.95,16.1514,14.2014,dirigocollectibles130,"Shohei Ohtani, Roki Sasaki 2025 Topps Update Veteran Combos #US269 (RC) Dodgers",,
Noah Murdock,,1.95,16.1514,14.2014,fielders843,2025 Topps Update #US134 Noah Murdock,,
Shohei Ohtani,,1.95,16.1514,14.2014,acts_of_insanity,2025 Topps Update - Stars of MLB #SMLB-77 Shohei Ohtani NM Free Shipping,,
Aaron Judge / Jazz Chisholm Jr.,,1.95,16.1514,14.2014,l.a.d.777,Aaron Judge Jazz Chisholm Jr City Boys! 2025 Topps Update US85 New York Yankees,,
Shohei Ohtani,,1.95,16.1514,14.2014,jts_fieldofcards,2025 Topps Update Series✨Nod and Smile✨#US84 Shohei Ohtani - Los Angeles Dodgers,,
Noah Murdock,,1.98,16.1514,14.1714,tri-statetoploaders,2025 Topps Update #US134 Noah Murdock,,
Aaron Judge / Jazz Chisholm Jr.,,1.98,16.1514,14.1714,tri-statetoploaders,2025 Topps Update #US85 City Boys! (Aaron Judge / Jazz Chisholm Jr.) VC,,
Shohei Ohtani,,1.98,16.1514,14.1714,jg-collectibles1,Shohei Ohtani Roki Sasaki 2025 Topps Update Series #US269 Veteran Combos,,
Shohei Ohtani,,1.98,16.1514,14.1714,billybaseball,2025 Topps Update Rising Sons (Shohei Ohtani / Roki Sasaki) VC #US269,,
Shohei Ohtani,,1.98,16.1514,14.1714,just1ncredible2,"2025 Topps Update Series - Veteran Combos Shohei Ohtani, Roki Sasaki #US269 (RC)",,
Aaron Judge / Jazz Chisholm Jr.,,1.98,16.1514,14.1714,otr_sportscards,2025 Topps Update #US85 City Boys! (Aaron Judge / Jazz Chisholm Jr.) VC,,
Shohei Ohtani,,1.99,16.1514,14.1614,aoscards_78,2025 Topps Update Shohei Ohtani Roki Sasaki Veteran Combos #US269 Dodgers,,
Shohei Ohtani,,1.99,16.1514,14.1614,johnboy34,"2025 Topps Update Series - Veteran Combos Shohei Ohtani, Roki Sasaki #US269 (RC)",,
Mason Fluharty,,1.99,16.1514,14.1614,col_65924,2025 Topps Update Series - Mason Fluharty #US138 (RC),,
Shohei Ohtani,,1.99,16.1514,14.1614,croixscardstop,"2025 Topps Update Series - Veteran Combos Shohei Ohtani, Roki Sasaki #US269 (RC)",,
Aaron Judge / Jazz Chisholm Jr.,,1.99,16.1514,14.1614,jc3_cards_and_collectibles,2025 Topps Update Aaron Judge / Jazz Chisholm Jr. #US85 New York Yankees,,
Mason Fluharty,,1.99,16.1514,14.1614,jgechasers,2025 Topps Update #US138 Mason Fluharty,,
Mason Fluharty,,1.99,16.1514,14.1614,jemclau5287,2025 Topps Update Series - Mason Fluharty #US138 (RC),,
Noah Murdock,,1.99,16.1514,14.1614,john.reynolds723,2025 Topps Update Series Base Noah Murdock RC Kansas City Royals #US134,,
Aaron Judge / Jazz Chisholm Jr.,,1.99,16.1514,14.1614,griz1992,"#US85 Aaron Judge/Jazz Chisholm Jr, Yankees - Veteran Combos 2025 Topps Update",,
Aaron Judge / Jazz Chisholm Jr.,,1.99,16.1514,14.1614,southbg,2025 Topps Update #US85 City Boys! (Aaron Judge / Jazz Chisholm Jr.) VC,,
Noah Murdock,,1.99,16.1514,14.1614,jdogsrelics,2025 Topps Update #US134 Noah Murdock Kansas City Royals RC Baseball,,
Noah Murdock,,1.99,16.1514,14.1614,simply-cards,2025 Topps Update #US134 Noah Murdock NM-MT RC Rookie Royals ID:80437,,
Aaron Judge / Jazz Chisholm Jr.,,1.99,16.1514,14.1614,oceancardsandcollectables,2025 Topps Update #US85 Aaron Judge / Jazz Chisholm Jr. New York Yankees,,
Aaron Judge / Jazz Chisholm Jr.,,1.99,16.1514,14.1614,jemclau5287,2025 Topps Update Series - Veteran Combos Aaron Judge/Jazz Chisholm Jr. #US85,,
Noah Murdock,,1.99,16.1514,14.1614,comebackcollectibles,2025 Topps Update Noah Murdock Rookie #US134 Kansas City Royals,,
Noah Murdock,,1.99,16.1514,14.1614,jemclau5287,2025 Topps Update Series - Noah Murdock #US134 (RC),,
Aaron Judge / Jazz Chisholm Jr.,,1.99,16.1514,14.1614,benslammin,2025 Topps Update - Aaron Judge Jazz Chisholm Jr. City Boys #US85 Veteran Combos,,
Noah Murdock,,1.99,16.1514,14.1614,southbg,2025 Topps Update #US134 Noah Murdock,,
Noah Murdock,,1.99,16.1514,14.1614,diamond.27,Noah Murdock RC 2025 Topps Update US134 Kansas City Royals,,
Shohei Ohtani,,1.99,16.1514,14.1614,azaky_63,"2025 Topps Update Series - Veteran Combos Shohei Ohtani, Roki Sasaki #US269 (RC)",,
Shohei Ohtani,,1.99,16.1514,14.1614,wny_hobbyclub,2025 Topps Update Shohei Ohtani & Roki Sasaki Rising Sons #U269,,
Shohei Ohtani,,1.99,16.1514,14.1614,fritziefeet,Shohei Ohtani / Roki Sasaki Veteran Combos Rising Sons 2025 Topps Update #US269,,
Aaron Judge / Jazz Chisholm Jr.,,1.99,16.1514,14.1614,tsncards18,2025 Topps Update - Aaron Judge Jazz Chisholm Jr. City Boys #US85 Veteran Combos,,
Aaron Judge / Jazz Chisholm Jr.,,1.99,16.1514,14.1614,bigfire3,2025 Topps Update Series - City Boys Aaron Judge Jazz Chisholm Jr. #USC85,,
Noah Murdock,,1.99,16.1514,14.1614,cobra22nd,2025 Topps Update #US134 Noah Murdock RC Kansas City Royals,,
Shohei Ohtani,,1.99,16.1514,14.1614,aoscards_78,2025 Topps Update Shohei Ohtani Roki Sasaki Veteran Combos #US269 Dodgers,,
Noah Murdock,,2.0,16.1514,14.1514,goutnout,2025 Topps Update Series - Noah Murdock #US134 (RC) Rookie Royals,,
Noah Murdock,,2.0,16.1514,14.1514,rack_pack_cards,Noah Murdock RC 2025 Topps Update Rookie Royals,,
Shohei Ohtani,,2.0,16.1514,14.1514,gaming_n_collectibles,2025 Topps Update Baseball Shohei Ohtani Roki Sasaki US269 Los Angeles Dodgers,,
Noah Murdock,,2.0,16.1514,14.1514,rack_pack_cards,Noah Murdock RC 2025 Topps Update Rookie Royals,,
Shohei Ohtani,,2.0,16.1514,14.1514,256collectibles,2025 Topps Update - Shohei Ohtani Roki Sasaki #US269 Veteran Combos,,
Noah Murdock,,2.0,16.1514,14.1514,rack_pack_cards,Noah Murdock RC 2025 Topps Update Rookie Royals,,
Noah Murdock,,2.0,16.1514,14.1514,rack_pack_cards,Noah Murdock RC 2025 Topps Update Rookie Royals,,
Noah Murdock,,2.0,16.1514,14.1514,bbcardssrqllc,2025 Topps Update #US134 Noah Murdock,,
Mason Fluharty,,2.0,16.1514,14.1514,stuff2sellu,2025 Topps Update #US138 Mason Fluharty,,
Mason Fluharty,,2.0,16.1514,14.1514,rack_pack_cards,Mason Fluharty RC 2025 Topps Update Rookie Blue Jays,,
John Rave,,2.37,16.4999,14.1299,dw_2005,2025 Topps Update - John Rave #US192 Value Box Holiday RC,,
Thomas Harrington,,2.39,16.4999,14.1099,bumpkincrafter,2025 Topps Update Foil Thomas Harrington RC # US273,,
Graham Pauley,,0.71,14.8077,14.0977,toxnurb,2025 Topps Update GRAHAM PAULEY #US188 Holo Foil Miami Marlins,,
Nick Kurtz,,2.09,16.1514,14.0614,orioles98,2025 Topps Update Nick Kurtz ROOKIE #US197 - Athletics,,
Nick Kurtz,,2.09,16.1514,14.0614,orioles98,2025 Topps Update Nick Kurtz ROOKIE #US197 - Athletics,,
Shohei Ohtani,,2.09,16.1514,14.0614,twinning99,"2025 Topps Update Series - Veteran Combos Shohei Ohtani, Roki Sasaki #US269 (RC)",,
Moisés Ballesteros,,2.49,16.4999,14.0099,dkbbl8,2025 Topps Update #US236 Moisés Ballesteros Holiday Rookie Chicago Cubs,,
Moisés Ballesteros,,2.49,16.4999,14.0099,dkbbl8,2025 Topps Update #US236 Moisés Ballesteros Holiday Rookie Chicago Cubs,,
Ben Williamson,,2.49,16.4999,14.0099,64sportscards,2025 Topps Update - Ben Williamson #US130 Topps Foil Pattern RC,,
Braxton Fulford,,0.99,14.9983,14.0083,kingbeerus,2025 Topps Update Series Baseball Braxton Fulford Rookie #US123 Colorado Rockies,,
Bryan Sammons,,0.71,14.7165,14.0065,toxnurb,2025 Topps Update BRYAN SAMMONS #US198 Rookie RC Detroit Tigers,,
Adrian Del Castillo,,0.99,14.9736,13.9836,katt_cards,2025 Topps Update Series - Rookie Debut Adrian Del Castillo #US267 (RC),,
Adrian Del Castillo,,0.99,14.9736,13.9836,kingbeerus,2025 Topps Update Series Adrian Del Castillo Rookie Debut #US267 Diamondbacks,,
Aaron Judge / Jazz Chisholm Jr.,,2.2,16.1514,13.9514,brnor-78,2025 Topps Update - Aaron Judge Jazz Chisholm Jr. City Boys #US85 Veteran Combos,,
