player_name,CT_list,market_all_in_price,pred_price,underpriced_by,seller,title,item_id,item_web_url
Isaac Paredes,Holiday Ghost,2.45,5.2287,2.7787,arrc-cards,Isaac Paredes - Holiday Ghost - 2025 Topps Update Series #US195 Houston Astros,,
Zack Littell,Canvas 50,12.0,14.778,2.778,yanks-jets-nets-93,Zack Littell 2025 Topps Update Baseball Canvas Parallel/50 Rays,,
Myles Straw,Blue Rainbow,2.5,5.2776,2.7776,katertot1372,2025 Topps Update Rainbow Foil US340 Myles Straw Blue Jays,,
Gabriel Arias,Blue Rainbow,3.99,6.7672,2.7772,cards98765,2025 Topps Update Gabriel Arias BLUE FOIL 052/150 Cleveland Guardians #US206,,
Austin Kitchen,Green Foil,6.29,9.0628,2.7728,jemclau5287,2025 Topps Update Austin Kitchen Green /99 (RC) #US320 Mariners,,
Jose Herrera,Green Foil,6.48,9.2422,2.7622,vivakev,2025 Topps Update JOSE HERRERA Green Holo Foil /99! - Arizona Diamondbacks,,
Ryan Miller,Holiday Jackolantern,2.73,5.4901,2.7601,stevencards13,2025 Topps Update Series Ryan Miller Jack O’Lantern Foil  SP #US317 (RC),,
Zac Veen,Chrome,1.89,4.6497,2.7597,tmgrnzx9r,2025 Topps Update Chrome ZAC VEEN RayWave Debut Rookie Card USC186 Rockies,,
Zac Veen,Chrome,1.89,4.6497,2.7597,tmgrnzx9r,2025 Topps Update Chrome ZAC VEEN RayWave Debut Rookie Card USC186 Rockies,,
Eric Orze,Gold 2025,2.5,5.2561,2.7561,ultim8buyer1,Eric Orze 2025 Topps Update Gold Rookie #US212 Tampa Bay Rays /2025,,
Brooks Lee,Purple Rainbow,5.1,7.8548,2.7548,midtnbreaks1,2025 Topps Update Brooks Lee Rookie Debut Purple Foil /250! (RC) READ,,
Jeffrey Springs,Purple Rainbow,2.74,5.4901,2.7501,jakemetivier78,2025 Topps Update Jeffrey Springs Purple Rainbow Foil Parallel /250 #US283,,
Derek Hill,Blue Rainbow,4.01,6.76,2.75,sv.sportcards,2025 Topps Update Series - Derek Hill #US305 Blue Foil /150,,
Sauryn Lao,Gold 50,11.24,13.9894,2.7494,mcucinella,2025 Topps Update Series Sauryn Lao GOLD Holo Foil RC Parallel #'d 22/50,,
Amed Rosario,Green Foil,6.5,9.2479,2.7479,nerdysportsgirl24,2025 Topps Update Amed Rosario Green Rainbow Foil 67/99 #US332 Nationals,,
Caleb Durbin,Aqua Rainbow,5.98,8.7277,2.7477,thesenate66,2025 Topps Update Caleb Durbin #US170 Aqua Rainbow Foil,,
Caleb Durbin,Purple Rainbow,5.98,8.7277,2.7477,gameballsportscards,2025 Topps Update Caleb Durbin #US59 Rookie RC Purple Rainbow Foil /250 Brewers,,
Caleb Durbin,Aqua Rainbow,5.98,8.7277,2.7477,thesenate66,2025 Topps Update Caleb Durbin #US170 Aqua Rainbow Foil,,
Caleb Durbin,Purple Rainbow,5.98,8.7277,2.7477,gameballsportscards,2025 Topps Update Caleb Durbin #US59 Rookie RC Purple Rainbow Foil /250 Brewers,,
Cam Smith,Purple Rainbow,5.98,8.7277,2.7477,tyler268,2025 Topps Update Cam Smith Purple Foil Debut RC /250 Astros,,
Logan VanWey,Purple Rainbow,5.98,8.7277,2.7477,bigal31580,2025 Topps Update LOGAN VANWEY Purple #/250 RC #US117 HOUSTON ASTROS,,
Cam Smith,Purple Rainbow,5.98,8.7277,2.7477,tyler268,2025 Topps Update Cam Smith Purple Foil Debut RC /250 Astros,,
Cal Quantrill,Purple Rainbow,2.45,5.1948,2.7448,jklcards_collectibles,2025 Topps Update #US191 Cal Quantrill Purple Foil #201/250,,
Danny Jansen,Purple Rainbow,2.45,5.1948,2.7448,vtc_cards,2025 Topps Update Danny Jansen Purple Foilboard #032/250 Tampa Bay Rays,,
Danny Jansen,Purple Rainbow,2.45,5.1948,2.7448,vtc_cards,2025 Topps Update Danny Jansen Purple Foilboard #032/250 Tampa Bay Rays,,
Camilo Doval,Aqua Rainbow,2.45,5.1948,2.7448,arrc-cards,Camilo Doval - Aqua Rainbow Foil - 2025 Topps Update #US328 SF Giants,,
Kris Bubic,As Stitches,6.5,9.2447,2.7447,younghawaii,2025 Topps Update Series - All-Star Stitches Kris Bubic #AS-KB Royals,,
Mike Tauchman,Purple Rainbow,3.31,6.0514,2.7414,mlcollector8,2025 Topps Update Mike Tauchman #US43 Purple Rainbow Foil /250 White Sox,,
Joe Boyle,Purple Rainbow,3.31,6.0514,2.7414,schoencards,2025 Topps Update Joe Boyle Purple Foil /250 #US62  Tampa Bay Rays,,
Jared Triolo,Vintage 99,11.25,13.9894,2.7394,packfreshcards12,2025 Topps Update #US54 Jared Triolo RC Vintage Stock Pirates 26/99,,
Drew Rasmussen,Purple Rainbow,2.49,5.2287,2.7387,changingofthecards,2025 Topps Update Series Drew Rasmussen Purple Rainbow /250 #US316 Rays,,
Caleb Durbin,Purple Rainbow,5.99,8.7277,2.7377,leggs-lists,Caleb Durbin (RC) 2025 Topps Update Purple Rainbow Foil 072/250 #US-170 Brewers,,
Caleb Durbin,Purple Rainbow,5.99,8.7277,2.7377,leggs-lists,Caleb Durbin (RC) 2025 Topps Update Purple Rainbow Foil 072/250 #US-170 Brewers,,
Justin Turner,Holiday Jackolantern,1.75,4.4792,2.7292,susmcgee,2025 Topps Update #US27 Justin Turner Holiday Jack O’Lantern,,
Curtis Mead,Purple Rainbow,2.5,5.2287,2.7287,iron_patriots_sportscardsandcollectibles,2025 Topps Update Curtis Mead US41 Purple Foil  166/250 - Rays,,
Matt Shaw,Night Terrors,2.31,5.0363,2.7263,andkna3997,2025 Topps Update- Night Terrors Matt Shaw #NT-20,,
Alejandro Osuna,Base Rainbow,2.31,5.0363,2.7263,andkna3997,2025 Topps Update Series Rainbow Foil Alejandro Osuna Rookie Rangers #US10,,
Matt Shaw,Night Terrors,2.31,5.0363,2.7263,andkna3997,2025 Topps Update- Night Terrors Matt Shaw #NT-20,,
Matt Shaw,Base Rainbow,2.31,5.0363,2.7263,andkna3997,2025 Topps Update Series Rainbow Foil Matt Shaw Rookie Cubs #US200,,
Matt Shaw,Base Rainbow,2.31,5.0363,2.7263,andkna3997,2025 Topps Update Series Rainbow Foil Matt Shaw Rookie Cubs #US200,,
John Rave,Chrome,3.5,6.2176,2.7176,aparicio4,2025 Topps Update Chrome John Rave Teal /299,,
Colin Rea,Gold 2025,2.85,5.5616,2.7116,jamspulls,2025 Topps Update #US335 Colin Rea Gold #/2025 Chicago Cubs SN,,
Spencer Schwellenbach,Base Rainbow,2.99,5.6968,2.7068,desertdawgssportscards,2025 Topps Update Series Rainbow Foil US327 Spencer Schwellenbach Braves RC,,
Elly De La Cruz / Matt McLain,Base Rainbow,2.99,5.6968,2.7068,tomscards14,2025 Topps Update #US331 Elly De La Cruz / Matt McLain VC Rainbow Foil,,
Daniel Robert,Green Foil,6.99,9.6932,2.7032,417dlthome,2025 Topps Update Daniel Robert Rookie RC Green #/99 Rangers #US304,,
José Fermin,Green Foil,11.0,13.7026,2.7026,epic*sports*cards,2025 Topps Update Jose Fermin RC Green Foil #24/99 Angels,,
Charlie Morton,Photo Variation,11.0,13.7026,2.7026,ekennedy_va,2025 Topps Update Charlie Morton [True Photo Variation] #US242,,
Aaron Judge,Night Terrors,3.0,5.6968,2.6968,jts_fieldofcards,2025 Topps Update Series 🕷️Night Terrors🕷️#NT-1 Aaron Judge - NY Yankees,,
Curtis Mead,Blue Rainbow,2.59,5.2828,2.6928,quesocollectibles,2025 Topps Update Blue Foil Curtis Mead 88/150 Tampa Bay Rays,,
Jack Leiter,Green Foil,6.48,9.1714,2.6914,bt_rips,2025 Topps Update Series #US165 Jack Leiter Green Holofoil /99,,
Jace Jung,Base Rainbow,2.43,5.1204,2.6904,shasche_9982,2025 Topps Update #US93 Jace Jung Rainbow Foil RC Detroit Tigers,,
Cade Gibson,Blue Rainbow,3.68,6.3688,2.6888,price_rite_cards,2025 Topps Update #US131 Cade Gibson Blue Holo Foil #/150,,
Ryan Rolison,Holiday Jackolantern,2.5,5.1855,2.6855,tldecker77,2025 Topps Update Colorado Rockies Ryan Rolison(RC) Jack O'Lantern #US124,,
Nathaniel Lowe,Purple Rainbow,2.5,5.1855,2.6855,ckscardhousememorabilia,2025 Topps Update Nathaniel Lowe PURPLE FOIL 221/250 RC #US230 MINT,,
Nathaniel Lowe,Purple Rainbow,2.5,5.1855,2.6855,grizzo187,2025 Topps Update Series Nathaniel Lowe #US230 Purple Rainbow Foil /250,,
Josh Naylor,Purple Rainbow,2.82,5.4993,2.6793,2ndtonone78,2025 Topps Update #US110 JOSH NAYLOR Purple Rainbow Foil /250,,
Luis Guerrero,Purple Rainbow,2.71,5.3814,2.6714,sportcardplus,2025 Topps Update Luis Guerrero RC Purple Foil /250 US36 Boston Red Sox Rookie,,
Alex Verdugo,Holiday Jackolantern,1.85,4.5212,2.6712,winchester4012,2025 Topps Update Alex Verdugo #US4 Braves Jack-O-Lantern Pumpkin Foil *See Desc,,
Nick Pivetta,Holiday Jackolantern,2.49,5.1604,2.6704,creamcitysportscards_3,2025 Topps Update #US69 Nick Pivetta Holiday Jack O'Lantern Foil SD Padres,,
Nick Pivetta,Holiday Jackolantern,2.49,5.1604,2.6704,jjtr57,2025 Topps Update #US69 NICK PIVETTA PADRES HALLOWEEN JACK-O-LANTERN,,
Will Wilson,Orange Black,1.98,4.6497,2.6697,j_a_b_o_tcg,2025 Topps Update Series #US255 Will Wilson RC Holiday Orange Foil Guardians,,
Armando Alvarez,Purple Rainbow,2.82,5.4897,2.6697,2ndtonone78,2025 Topps Update #US161 ARMANDO ALVAREZ RC Purple Rainbow Foil /250,,
Hunter Bigge,Blue Rainbow,2.99,5.6551,2.6651,tywen_8,2025 Topps Update #US231 HUNTER BIGGE BLUE PARALLEL RC ROOKIE # /150 RAYS,,
Colin Rea,Gold 2025,2.9,5.5616,2.6616,jaggscolletables,2025 Topps Update Series - Colin Rea #US335 Gold /2025,,
Mike Tauchman,Purple Rainbow,3.39,6.0514,2.6614,dw_2005,2025 Topps Update - Mike Tauchman #US43 Purple Rainbow Foil /250,,
Jamie Westbrook,Holiday Jackolantern,2.5,5.1604,2.6604,2019brian,2025 Topps Update #US3 Jamie Westbrook Holiday Jack O’Lantern,,
Jose Herrera,Purple Rainbow,2.5,5.1604,2.6604,yrtrainisleaving,2025 Topps Update Series Jose Herrera #US272 Purple Parallel /250 Diamondbacks,,
Travis d'Arnaud,Sandglitter,1.99,4.6497,2.6597,pet_that_goat,2025 Topps Update - Sandglitter - #US33 Travis d'Arnaud - Los Angeles Angels,,
Cam Smith,Base Rainbow,2.38,5.0363,2.6563,thecardboarddon,Cam Smith 2025 Topps Update Rainbow Foil U90-44  RC Houston Astros,,
Matt Shaw,Base Rainbow,2.38,5.0363,2.6563,dannybobany,2025 Topps Update Rainbow Foil Matt Shaw Rookie Chicago Cubs #US200,,
Cam Smith,Base Rainbow,2.38,5.0363,2.6563,thecardboarddon,Cam Smith 2025 Topps Update Rainbow Foil U90-44  RC Houston Astros,,
Matt Shaw,Base Rainbow,2.38,5.0363,2.6563,dannybobany,2025 Topps Update Rainbow Foil Matt Shaw Rookie Chicago Cubs #US200,,
Zac Veen,Base Rainbow,1.5,4.1547,2.6547,kingbeerus,2025 Topps Update Series Baseball Zac Veen Rainbow Foil Rookie #US286 Rockies,,
Zac Veen,Base Rainbow,1.5,4.1547,2.6547,kingbeerus,2025 Topps Update Series Baseball Zac Veen Rainbow Foil Rookie #US286 Rockies,,
Paxton Schultz,Blue Rainbow,4.49,7.1413,2.6513,bmacs_packs,2025 Topps Update Paxton Schultz RC Blue Rainbow Foil /150 #US350 Blue Jays,,
Evan Kravetz,Blue Rainbow,2.99,5.6377,2.6477,tywen_8,Evan Kravetz 2025 Topps Update Series RC Rookie Blue Foil. /150 #US280,,
Logan Henderson,Purple Rainbow,3.5,6.1459,2.6459,wamacollectibles,2025 Topps Update Series Logan Henderson RC Purple Foil /250 Milwaukee Brewers,,
Marcelo Mayer,Chrome,1.66,4.3011,2.6411,infinityartmedia,MARCELO MAYER—2025 Topps Update Series Chrome Fortune 15 #F15-22—ROOKIE CARD,,
Marcelo Mayer,Chrome,1.66,4.3011,2.6411,infinityartmedia,MARCELO MAYER—2025 Topps Update Series Chrome Fortune 15 #F15-22—ROOKIE CARD,,
Hunter Dobbins,Base Rainbow,2.48,5.1204,2.6404,chmass-60,Hunter Dobbins 2025 Topps Update Rainbow Foil #US257,,
Brady Feigl,Holiday Jackolantern,1.95,4.5876,2.6376,jjsportsbreaks08,2025 Topps Update Series - Brady Feigl #US333 Jack-O'-Lantern Foil (RC),,
Mitch Spence,Purple Rainbow,2.53,5.1604,2.6304,tommypgoods,2025 Topps Update Series - Purple Holo Foil 87/250 Mitch Spence #US20 Athletics,,
Anthony Banda,Base Rainbow,2.49,5.1204,2.6304,dakotacollector,2025 Topps Update Series - Anthony Banda #US132 Rainbow Foil,,
José Ramírez / Steven Kwan,Base Rainbow,2.49,5.1204,2.6304,arthurscardsandcollectibles,2025 Topps Update #US26 José Ramírez / Steven Kwan VC Rainbow Foil,,
Daniel Robert,Blue Rainbow,3.74,6.3688,2.6288,thecord44,2025 Topps Update Series - Daniel Robert #US304 Blue Holofoil /150 (RC),,
Justin Steele,Purple Rainbow,6.1,8.7277,2.6277,comc_consignment,2025 Topps Update Purple Rainbow Foil /250 Justin Steele #US248 4d5,,
,Purple Rainbow,2.9,5.5225,2.6225,jaggscolletables,2025 Topps Update Series - Jonathan Bermudez #US144 Purple Rainbow Foil /250...,,
Anthony Banda,Base Rainbow,2.5,5.1204,2.6204,twin-city-fanaddicts,2025 Topps Update #US132 Anthony Banda Rainbow Foil,,
Thairo Estrada,Purple Rainbow,2.77,5.3814,2.6114,dnyikos13,2025 Topps Update Purple Rainbow Foil #US339 Thairo Estrada #145/250 Rockies,,
Austin Wynns,Purple Rainbow,2.9,5.5079,2.6079,newme1968,2025 Topps Update Austin Wynns #US330 Purple Foil 141/250 Athletics,,
,Holiday Jackolantern,2.92,5.5225,2.6025,fleamarketers,2025 Topps Update Series - Luis Urias #US334 Jack-O'-Lantern Foil,,
Marc Church,Purple Rainbow,3.24,5.8389,2.5989,mr.fun87,MARC CHURCH 2025 TOPPS UPDATE RC US227 PURPLE HOLOFOIL/250 RANGERS!!,,
CJ Alexander,Purple Rainbow,1.99,4.5876,2.5976,sports_cards_lounge,2025 Topps Update Series - CJ Alexander #US143 Purple Rainbow Foil /250 (RC),,
Brady Feigl,Holiday Jackolantern,1.99,4.5876,2.5976,broadwayscardshop,2025 Topps Update #US333 Brady Feigl Holiday Jack O’Lantern RC,,
,Green Foil,10.98,13.5753,2.5953,billybaseball,2025 Topps Update Jonathan Rodriguez Green Rainbow Foil /99 #US142,,
Michel Otañez,Gold 2025,3.82,6.4073,2.5873,duffscardz,2025 Topps Update #US95 Michel Otañez Gold #/2025,,
Jace Jung,Base Rainbow,2.54,5.1204,2.5804,dw_2005,2025 Topps Update - Jace Jung #US93 Rainbow Foilboard (RC),,
Logan VanWey,Base Rainbow,2.46,5.0363,2.5763,dw_2005,2025 Topps Update Series - Logan Vanwey #US117 Rainbow Foil (RC),,
Bryan De La Cruz,Gold 50,11.0,13.5753,2.5753,hahnshobby,2025 Topps Update Bryan De La Cruz Gold FOIL Parallel 03/50 Yankees #US234,,
Justin Steele,Green Foil,8.13,10.7045,2.5745,comc_consignment,2025 Topps Update Green Rainbow Foil 71/99 Justin Steele #US248 1k7l,,
Kyle Higashioka,Aqua Rainbow,2.47,5.0438,2.5738,retrorocketship,2025 Topps Update #US207 Kyle Higashioka Aqua Rainbow Foil,,
Bryan De La Cruz,Holiday Jackolantern,2.95,5.5225,2.5725,dmills1985,BRYAN DE LA CRUZ 2025 Topps Update Halloween Jack O'Lantern #US234 YANKEES,,
Max Lazar,Gold 2025,2.99,5.5616,2.5716,wwilcox828,2025 Topps Update Max Lazar R/C Gold #d 1842/2025,,
Colin Rea,Gold 2025,2.99,5.5616,2.5716,johnfrances,Colin Rea 2025 Topps Update Gold #d2025,,
,Blue Rainbow,3.0,5.5623,2.5623,isa_sells_baseball_stuff_13,Johnathan Rodriguez #US142 Blue Holofoil /150 - 2025 Topps Update Series,,
Max Lazar,Gold 2025,3.0,5.5616,2.5616,deanssupercards,Max Lazar 2025 Topps Update Rookie Gold #'d/2025 Card #US194,,
Colin Rea,Gold 2025,3.0,5.5616,2.5616,jimmiepeyton4818,Colin Rea 2025 Topps Update Gold 1325/2025 Card #US335,,
Aroldis Chapman,Chrome,1.74,4.3011,2.5611,muck1201,2025 Topps Update Series Chrome - #USC191 Aroldis Chapman Red Sox,,
Jose Herrera,Holiday Ghost,2.6,5.1604,2.5604,jklcards_collectibles,2025 Topps Update #US272 Jose Herrera Holiday Ghost Parallel,,
Curtis Mead,Purple Rainbow,2.67,5.2287,2.5587,josnic-9149,2025 Topps Update Curtis Mead Purple Foil /250 #US41 Rays,,
Matt Shaw,Base Rainbow,2.48,5.0363,2.5563,gannonsknickknacksnthings,2025 Topps Update Matt Shaw RC US345 Rainbow Foil Cubs,,
Coby Mayo,Purple Rainbow,2.75,5.3042,2.5542,axle_premiumsportscards,Coby Mayo 2025 Topps Update Purple Rainbow Foil Baltimore Orioles,,
Oliver Dunn,Holiday Jackolantern,2.75,5.3042,2.5542,gameballsportscards,Oliver Dunn 2025 Topps Update Holiday Jack O’Lantern Foil Parallel US169 Brewers,,
Kevin Pillar,Green Foil,7.25,9.8034,2.5534,kosportsandcards,2025 Topps Update KEVIN PILLAR GREEN Foil Parallel 68/99 Rangers,,
Joe Boyle,Holiday Ghost,3.5,6.0514,2.5514,tomscards14,2025 Topps Update #US62 Joe Boyle Holiday Ghost,,
Paul DeJong,Purple Rainbow,2.68,5.2287,2.5487,csdym-30,2025 Topps Update Purple Rainbow Foil #US101 Paul DeJong /250 Nationals,,
Zebby Matthews,Purple Rainbow,3.5,6.0468,2.5468,overtime_cards_801,2025 Topps Update #US37 Zebby Matthews Purple Holo Foil #/250,,
Matt Shaw,Base Rainbow,2.49,5.0363,2.5463,batke,2025 Topps Update Matt Shaw RC US345 Rainbow Foil Cubs,,
Matt Shaw,Base Rainbow,2.49,5.0363,2.5463,batke,2025 Topps Update Matt Shaw RC US345 Rainbow Foil Cubs,,
Cal Quantrill,Purple Rainbow,2.65,5.1948,2.5448,jrstewscards,2025 Topps Update Cal Quantrill Purple Holo Foil /250,,
Ryan Bergert,Sandglitter,0.99,3.5338,2.5438,collectorsedge67,Ryan Bergert 2025 Topps Update Sandglitter #US295 San Diego Padres,,
Ryan Gusto,Holiday Jackolantern,3.39,5.9331,2.5431,dw_2005,2025 Topps Update - Ryan Gusto #US292 Value Box Holiday Jack O'Lantern,,
Andrew Heaney,Blue Rainbow,3.99,6.5324,2.5424,glr_cards,2025 Topps Update #US299 Andrew Heaney Pittsburgh Pirates Blue Foil /150,,
John Rave,Gold 2025,3.39,5.9301,2.5401,dw_2005,2025 Topps Update - John Rave #US122 Gold Parallel /2025 RC,,
Nathaniel Lowe,Blue Rainbow,2.74,5.2776,2.5376,muck1201,2025 Topps Update Blue Foil - #US230 Nathaniel Lowe Nationals 115/150,,
Logan VanWey,Base Rainbow,2.5,5.0363,2.5363,jts_fieldofcards,2025 Topps Update #US117 Logan VanWey (RC) ⭐Rainbow Foil⭐ Astros,,
Logan VanWey,Base Rainbow,2.5,5.0363,2.5363,outfieldace,2025 Topps Update Rainbow Foil #US117 Logan VanWey Houston Astros RC,,
Moisés Ballesteros,Diamante,3.11,5.6461,2.5361,grandslamsports81,Moisés Ballesteros 2025 Topps Update Diamante Foil #US236 Chicago Cubs,,
Moisés Ballesteros,Diamante,3.11,5.6461,2.5361,grandslamsports81,Moisés Ballesteros 2025 Topps Update Diamante Foil #US236 Chicago Cubs,,
Jeremiah Estrada,Aqua Rainbow,3.49,6.0252,2.5352,nismoserspecv,2025 Topps Update #US263 Jeremiah Estrada Aqua Rainbow Foil,,
Eli White,Aqua Rainbow,3.49,6.0252,2.5352,arthurscardsandcollectibles,2025 Topps Update #US189 Eli White Aqua Rainbow Foil,,
,Purple Rainbow,2.99,5.5225,2.5325,huskerbaseball1,2025 Topps Update Purple Foil #US240 Randy Rodriguez #d 81/250,,
Victor MESA JR.,Purple Rainbow,2.99,5.5225,2.5325,peachstatesportscards,2025 Topps Update Victor Mesa Jr. Purple Rainbow Foil /250 #US220 RC Marlins,,
Colton Gordon,Aqua Rainbow,2.85,5.3814,2.5314,arrc-cards,Colton Gordon RC - Aqua Rainbow Foil - 2025 Topps Update #US157 Astros,,
Kody Clemens,Holiday Jackolantern,2.95,5.4769,2.5269,mattyscardstore,2025 Topps Update Kody Clemens Halloween Jack O Lantern Card # US208,,
Evan Kravetz,Purple Rainbow,2.99,5.5139,2.5239,aravmehta_5510,2025 Topps Update - Evan Kravetz #US280 Purple Rainbow /250,,
Michael Petersen,Gold 50,7.28,9.8034,2.5234,gregziecker,Michael Petersen Rookie Gold Foil /50 - 2025 Topps Update Series #US49 Marlins,,
Victor MESA JR.,Purple Rainbow,3.0,5.5225,2.5225,tldecker77,2025 Topps Update Miami Marlins Victor Mesa Jr(RC) Purple Rainbow Foil /250 #220,,
Carson Kelly,Holiday Jackolantern,3.0,5.5225,2.5225,creamcitysportscards_3,2025 Topps Update #US156 Carson Kelly Holiday Jack O'Lantern Foil Chicago Cubs,,
Caden Dana,Green Foil,6.74,9.2618,2.5218,rypa3536,2025 Topps Update - Caden Dana /99 Green Foil Rookie Debut RC # US187,,
Jackson Jobe,Base Rainbow,2.6,5.1204,2.5204,yrtrainisleaving,2025 Topps Update: Jackson Jobe #US193 RC Rainbow Foil Parallel Rookie Card,,
Robert Garcia,Holiday Jackolantern,2.99,5.5099,2.5199,joeherb3,Jack O Lantern Holiday Foil 2025 Topps Update #US329 Robert Garcia,,
Liam Hicks,Independence Day 76,6.73,9.2498,2.5198,bbarker1836,2025 Topps Update - Liam Hicks (/76) - RC - Independence Day - Miami Marlins,,
Oliver Dunn,Purple Rainbow,2.79,5.3042,2.5142,naypriz_collectibles,2025 Topps Update Purple Rainbow Foil Oliver Dunn #US169 Brewers /250,,
Thomas Saggese,Purple Rainbow,3.0,5.5139,2.5139,kennworth_cards,2025 Topps Update Series Thomas Saggese Purple Rainbow Foil /250 Rookie,,
Victor MESA JR.,Green Foil,11.19,13.7026,2.5126,rengo20,2025 Topps Update Series - Victor Mesa Jr RC #US220 - Green Rainbow Foil #'d /99,,
Luke Keaschall,Chrome,0.99,3.4999,2.5099,rhopow40,2025 Topps Update Series - Rookie Debut Luke Keaschall #USC134 Chrome (RC),,
Moisés Ballesteros,Green Foil,13.99,16.4999,2.5099,cojcoll89,2025 Topps Update #US236 Moisés Ballesteros Green Rainbow Foil #/99 SP RC,,
Luke Keaschall,Chrome,0.99,3.4999,2.5099,rhopow40,2025 Topps Update Series - Rookie Debut Luke Keaschall #USC134 Chrome (RC),,
Thomas Harrington,Canvas 50,13.99,16.4999,2.5099,overtime_cards_801,2025 Topps Update Series - Thomas Harrington #US273 Canvas Parallel /50 (RC),,
Moisés Ballesteros,Green Foil,13.99,16.4999,2.5099,cojcoll89,2025 Topps Update #US236 Moisés Ballesteros Green Rainbow Foil #/99 SP RC,,
Kyle Hart,Purple Rainbow,3.44,5.9482,2.5082,yrtrainisleaving,2025 Topps Update Kyle Hart Purple Foil /250 Padres RC,,
Tyler Mahle,Purple Rainbow,3.0,5.5079,2.5079,1st_base_cards,2025 Topps Update #US152 Tyler Mahle Purple Holofoil /250 Texas Rangers,,
Kristian Campbell,Mystical,1.99,4.4951,2.5051,jdmcardtrading,2025 Topps Update - Mystical #MYS-12 Kristian Campbell,,
Kristian Campbell,Mystical,1.99,4.4951,2.5051,jdmcardtrading,2025 Topps Update - Mystical #MYS-12 Kristian Campbell,,
Christian Koss,Base Rainbow,1.65,4.1547,2.5047,blainsampl-0,2025 Topps Update Series - Christian Koss #US174 Rainbow Foil (RC),,
Jose Trevino,Holiday Jackolantern,2.54,5.0438,2.5038,blackwellsportscollectables,2025 Topps Update Series - Jose Trevino #US13 Jack-O'-Lantern Foil,,
Hayden Senger,Holiday Jackolantern,2.99,5.4901,2.5001,millhouse2737,2025 Topps Update #US126 Hayden Senger Holiday Jack O’Lantern RC,,
Luken Baker,Vintage 99,11.49,13.9894,2.4994,robjd61,2025 Topps Update Luken Baker #US153 Vintage Stock /99 Cardinals,,
Devin Williams,Blue Rainbow,3.23,5.729,2.499,rac1734,2025 Topps Update - Devin Williams #US178 - Blue Refractor Parallel #148/150,,
Bryce Harper,Night Terrors,2.54,5.0363,2.4963,dw_2005,2025 Topps Update - Bryce Harper #NT-12 Night Terrors Insert,,
Kristian Campbell,Mystical,2.0,4.4951,2.4951,bradyj92506,2025 Topps Update Series - Mystical Kristian Campbell #MYS-12 (RC),,
Kristian Campbell,Mystical,2.0,4.4951,2.4951,bradyj92506,2025 Topps Update Series - Mystical Kristian Campbell #MYS-12 (RC),,
Caleb Durbin,Chrome,1.89,4.3845,2.4945,tmgrnzx9r,2025 Topps Update Chrome CALEB DURBIN Sepia Refractor Rookie Card USC82 Brewers,,
Caleb Durbin,Chrome,1.89,4.3845,2.4945,tmgrnzx9r,2025 Topps Update Chrome CALEB DURBIN Sepia Refractor Rookie Card USC82 Brewers,,
Omar Cruz,Purple Rainbow,1.99,4.4792,2.4892,goldcrowncards,2025 Topps Update Omar Cruz Purple Rainbow Foil #/250 #US90 San Diego Padres,,
Cole Henry,Holiday Jackolantern,1.99,4.4792,2.4892,peachstatesportscards,Cole Henry Jack O Lantern Holiday Foil SP Rookie 2025 Topps Update Card #US186,,
Kyle Hart,Holiday Jackolantern,3.46,5.9482,2.4882,thesteinie,2025 Topps Update  Kyle Hart RC #US301 Jack-O'-Lantern Foil / Pumpkin Foil,,
Kristian Campbell,Purple Rainbow,6.24,8.7277,2.4877,dc24,2025 Topps Update KRISTIAN CAMPBELL RC #/250 PURPLE RAINBOW FOIL Red Sox US129,,
Kristian Campbell,Purple Rainbow,6.24,8.7277,2.4877,dc24,2025 Topps Update KRISTIAN CAMPBELL RC #/250 PURPLE RAINBOW FOIL Red Sox US129,,
Ryan Zeferjahn,Gold 2025,2.79,5.2746,2.4846,carpie33,2025 Topps Update Ryan Zeferjahn RC Rookie Gold Parallel /2025,,
Chandler Simpson,Chrome,1.48,3.9635,2.4835,infinityartmedia,CHANDLER SIMPSON—2025 Topps Update Series Chrome #USC17—ROOKIE CARD,,
Chandler Simpson,Chrome,1.48,3.9635,2.4835,infinityartmedia,CHANDLER SIMPSON—2025 Topps Update Series Chrome #USC17—ROOKIE CARD,,
Alexander Canario,Orange 25,11.09,13.5728,2.4828,midtnbreaks1,2025 Topps Update Series - Alexander Canario #US204 Orange Holofoil /25,,
Anthony Banda,Orange Black,2.0,4.48,2.48,admiraljfls,2025 Topps Update Series Holiday Orange & Black Foil #US132 Anthony Banda,,
Curtis Mead,Purple Rainbow,2.75,5.2287,2.4787,garygunner,2025 Topps Update Purple Rainbow Foil #US41 Curtis Mead Serial #195/250,,
Curtis Mead,Purple Rainbow,2.75,5.2287,2.4787,ppgshader,2025 Topps Update Curtis Mead Purple Foil 27/250 Tampa Bay Rays #US41,,
Gerson Garabito,Blue Rainbow,4.29,6.7672,2.4772,netbatsmurf,Gerson Garabito 2025 Topps Update Blue Rainbow Foil #US249 139/150 RC Rangers,,
Elvis Alvarado,Vintage 99,11.1,13.5728,2.4728,meach27,2025 Topps Update Elvis Alvarado RC Vintage Stock  /99 - Athletics #US61,,
Walker Buehler,Purple Rainbow,2.69,5.1604,2.4704,goldcrowncards,2025 Topps Update Walker Buehler Purple Holo Foil #/250 #US103 Boston Red Sox,,
